RA,Dec,Rplanet,P,S/SEarth,K,Rstar,Teff,Vmag,Imag,Jmag,Kmag,Dist,Dil,log10,SNR,Mult.
107.8,30.23,2.166,3.569,231.9,2.468,0.8455,5152,10.97,10.06,9.419,8.925,5.1,1.002,-4.414,8.794,1
107.9,-73.75,1.666,0.8261,7049,2.711,1.257,6310,11.79,11.24,10.84,10.57,7.85,1.005,-4.698,10.08,0
107.9,-26.56,1.704,5.44,59.65,2.032,0.6518,4613,10.92,9.709,8.924,8.246,3.7,1.02,-4.138,9.859,1
108,-63.63,2.734,3.374,673.9,2.771,1.062,6067,12.1,11.48,11.04,10.73,7.6,1.216,-4.636,16.64,0
108.3,50.07,2.113,5.781,6.566,4.125,0.3145,3421,14.94,12.68,11.41,10.64,3.7,1.485,-4.178,9.88,1
108.5,-16.38,1.553,2.325,534.6,2.05,0.877,5433,9.468,8.675,8.107,7.679,4,1.05,-4.748,11.14,1
108.9,-61.49,1.352,0.5824,146.2,4.99,0.3259,3421,16.63,14.36,13.08,12.3,5.45,1.384,-3.589,8.813,3
108.9,-66.64,2.276,12.31,8.649,2.326,0.5483,3936,15.14,13.4,12.38,11.55,6.3,1.086,-4.409,8.878,2
108.9,-40.42,2.45,4.18,29.46,3.719,0.5118,3823,15.02,13.18,12.11,11.3,5.8,1.248,-4.008,7.436,3
109,5.63,1.399,3.901,37.57,2.142,0.5264,3934,11.74,10.03,9.018,8.209,2.85,1.011,-4.578,10.62,3
109.1,35.09,2.603,6.592,1.679,13.03,0.1595,2780,17.4,14.66,12.69,11.9,2.8,1.024,-3.67,11.11,1
109.2,-65.76,2.741,102.2,0.08736,2.611,0.2325,3299,16.6,14.18,12.83,12.06,4.35,1.146,-4.23,16.17,2
109.2,82.55,2.321,8.119,3.995,4.188,0.3009,3424,12.4,10.16,8.903,8.142,1.1,1,-4.471,83.51,2
109.3,-63.27,2.71,24.16,15.08,1.748,0.7542,5105,13.63,12.72,12.06,11.54,7.45,1,-4.731,8.558,0
109.3,-74.6,3.244,45.28,9.194,1.5,0.8831,5284,12.37,11.5,10.9,10.45,6.75,1.003,-4.305,16.42,0
109.3,-72.93,3.781,6.579,359.5,3.139,1.241,5929,11.58,10.92,10.45,10.12,7.3,1.045,-4.221,31.1,1
109.4,-61.02,18.65,34.37,7.87,9.503,0.7247,4958,13.76,12.75,12.07,11.5,7.3,1.226,-4.882,363.7,0
109.6,-39.27,3.25,13.39,1.809,5.09,0.2827,3382,14.67,12.37,11.08,10.31,3.1,1.035,-3.616,29.21,3
109.7,-35.21,3.526,1.199,430.5,6.675,0.6574,4537,13.3,12.05,11.24,10.53,6,1.133,-3.576,28.86,1
109.8,-52.97,2.08,8.501,1.454,6.062,0.1656,3222,16.19,13.65,12.25,11.48,2.95,1.049,-2.773,12.91,2
109.8,-52.67,2.866,19.69,0.9597,4.152,0.2641,3360,14.83,12.5,11.2,10.43,3.05,4.211,-4.23,17.74,2
109.9,11.12,1.82,0.96,260.9,4.433,0.5445,3952,13.45,11.74,10.73,9.913,4.65,1.003,-3.369,7.903,2
110,-32.13,3.271,12.5,50.08,2.301,0.8735,5297,9.764,8.921,8.322,7.867,4.15,1.029,-4.746,18.71,1
110,-77.5,2.322,17.93,123.6,1.25,1.41,6152,10.88,10.29,9.873,9.594,7.1,1.002,-4.369,7.531,1
110.1,-52.04,2.156,11.22,16.27,2.089,0.6118,4325,12.52,11.13,10.24,9.48,4.7,1.005,-4.497,11.39,1
110.5,-61.25,1.757,1.015,682.5,3.486,0.6922,4747,13.92,12.79,12.05,11.41,7.05,1.048,-4.682,8.249,1
110.8,-49.57,1.569,5.189,17.45,2.411,0.4663,3726,13.83,11.9,10.79,9.987,4.2,1.02,-4.384,9.949,2
110.9,-60.13,3.288,5.813,72.28,3.437,0.7061,4829,14.07,12.95,12.23,11.62,7.3,1.023,-4.871,19.47,0
111.4,-60.93,1.074,3.518,23.54,0.9749,0.4279,3623,13.81,11.78,10.62,9.824,3.75,1.179,-4.559,10.63,2
111.4,-69.11,1.758,5.95,315.7,1.539,1.028,6152,12.11,11.51,11.08,10.79,7.6,1.032,-4.442,7.607,1
111.5,-63.79,5.917,11.32,57.43,4.342,0.8269,5383,12.22,11.41,10.82,10.37,6.55,1.195,-3.838,85.22,1
111.5,-9.248,2.66,2.599,21.18,6.212,0.3346,3464,14.53,12.33,11.08,10.31,3.55,1.955,-4.226,12.94,3
111.5,-67.76,1.028,9.445,18.09,0.4795,0.5921,4237,11.8,10.34,9.429,8.648,3.75,1.036,-4.5,8.534,0
111.7,75.11,1.842,10.51,1.788,3.813,0.231,3307,15.45,13.04,11.7,10.93,3.2,2.328,-3.959,9.786,1
111.7,-34.17,2.957,27.72,4.734,2.082,0.6124,4288,13.38,11.96,11.07,10.29,5.5,1.187,-4.029,9.043,0
111.8,-39.5,1.392,3.81,9.664,3.354,0.2827,3382,14.67,12.37,11.08,10.31,3.1,1.287,-4.321,11.3,3
112.3,0.3494,2.423,15.5,2.601,2.866,0.3863,3543,14.38,12.27,11.06,10.28,3.9,1.071,-3.85,7.345,0
112.4,-64.12,3.314,9.55,45.08,2.763,0.7708,4920,13.53,12.53,11.81,11.24,7.15,1.198,-4.457,15.63,2
112.5,-74.25,3.092,18.09,2.76,3.142,0.4397,3623,15.47,13.42,12.26,11.45,5.45,1.461,-3.525,16.34,0
112.6,-69.44,1.43,1.601,866.3,2.16,0.8771,5433,12.07,11.28,10.7,10.28,6.6,1.013,-4.775,8.855,1
112.8,-76.57,2.948,3.428,1039,2.754,1.333,6180,10.79,10.2,9.79,9.512,6.9,1.001,-4.185,24.55,1
112.9,-11.19,2.394,21.16,9.945,1.775,0.6595,4607,12.27,11.07,10.29,9.604,5.1,1.033,-4.174,8.534,2
112.9,-73.67,2.591,7.126,4.213,5.075,0.2861,3368,17.11,14.78,13.46,12.69,5.5,1.054,-4.35,15.44,2
113.1,-67.81,7.666,51.92,36.11,2.929,1.476,6152,11.38,10.79,10.36,10.06,7.65,1.23,-4.066,39.63,1
113.6,-28.61,2.153,6.022,9.181,3.499,0.3861,3549,14.06,11.95,10.76,9.972,3.6,1.218,-3.487,11.33,3
113.8,-63.36,1.872,4.524,326.8,1.801,1.02,5675,12.51,11.77,11.26,10.9,7.6,1.011,-4.834,7.381,1
113.8,-74.51,1.868,4.056,29.43,2.968,0.507,3784,15.44,13.56,12.47,11.65,6.1,1.027,-4.497,7.726,2
113.9,-27.49,2.44,2.126,33.06,5.853,0.3659,3503,14.4,12.24,11.02,10.24,3.7,1.498,-2.773,9.161,3
114.1,-51.26,2.248,28.05,1.84,1.919,0.4663,3726,13.83,11.9,10.79,9.987,4.2,1.105,-4.517,11.39,2
114.2,-29.63,2.673,6.931,625.4,1.827,1.61,6397,5.875,5.349,4.986,4.756,2.6,1.007,-4.165,8.82,1
114.3,-74.01,3.441,23.86,151.9,1.646,2.321,5546,9.097,8.346,7.799,7.395,5.85,1.001,-4.849,20.83,0
114.4,52.61,2.256,4.018,120.1,2.837,0.6815,4893,9.023,7.989,7.297,6.706,2.35,1.001,-4.239,26.92,0
114.5,-59.72,2.587,3.128,48.38,4.294,0.5264,3874,12.83,11.06,10.01,9.2,3.8,1.04,-4.511,24.92,3
114.5,-64.13,3.566,10.7,190.8,2.291,1.198,6209,11.71,11.13,10.72,10.44,7.6,2.019,-4.508,18.66,0
114.7,-61.53,9.808,5.147,715.8,7.222,1.286,6592,11.02,10.54,10.19,9.968,7.35,1.012,-4.772,262.5,1
114.7,-58.98,2.162,11.87,1.212,4.882,0.1989,3253,16.29,13.8,12.42,11.65,3.55,1.026,-4.32,19.78,3
115,-67.16,2.389,24.54,19.28,1.51,0.7957,5346,13.35,12.52,11.93,11.47,7.55,1.08,-4.731,7.83,0
115.2,-64.13,3.019,7.636,1.811,8.496,0.1764,3219,18.13,15.58,14.17,13.39,5,1.309,-4.5,24.91,3
115.3,-78.81,2.484,4.066,8.83,5.744,0.2858,3382,16.16,13.85,12.55,11.78,4.6,1.22,-4.329,15.42,1
115.4,-40.18,2.008,11.7,114.8,1.337,1.083,5888,9.67,9.007,8.544,8.22,5.1,1.042,-4.646,8.094,1
115.5,-25.58,2.323,7.964,7.796,3.193,0.4274,3616,14.83,12.78,11.62,10.82,4.75,2.247,-3.85,7.668,2
115.6,-59.32,2.355,25.85,0.4295,4.077,0.1989,3253,16.29,13.8,12.42,11.65,3.55,1.104,-3.487,14.95,3
115.7,-18.45,3.996,13.81,55.06,2.635,0.9049,5534,9.444,8.682,8.139,7.736,4.15,1.017,-4.817,36.23,0
115.7,13.06,3.041,4.438,488.2,2.962,1.105,5929,9.861,9.216,8.751,8.423,5.35,1.014,-4.774,18.63,0
115.8,-66.13,1.185,14.54,39.39,0.5439,0.8229,5358,9.293,8.476,7.886,7.436,3.6,1.004,-4.731,14.81,0
115.9,-65.92,2.325,22.58,5.726,1.819,0.6042,4206,13.78,12.28,11.36,10.57,5.7,1.005,-4.089,14.08,0
116.3,-53.56,2.334,55.69,0.3185,2.1,0.3151,3423,15.53,13.27,12,11.23,4.3,1.355,-4.409,7.759,1
116.7,-26.47,2.526,6.245,7.857,4.228,0.3659,3503,14.4,12.24,11.02,10.24,3.7,1.53,-3.487,11.93,2
116.9,-76.94,3.674,111.6,4.351,1.145,1.003,5675,11.89,11.16,10.65,10.28,6.95,1.022,-4.774,13.06,1
116.9,-52.44,2.413,36.43,7.72,1.429,0.73,4980,11.35,10.36,9.691,9.125,4.95,1.08,-4.92,10.67,0
117,-69.6,3.516,27.75,40.51,1.755,1.028,6152,12.11,11.51,11.08,10.79,7.6,1.008,-4.035,15.87,1
117.2,-63.09,2.728,35.25,0.2844,4.169,0.2,3255,17.04,14.55,13.16,12.39,4.3,5.183,-3.461,14.86,2
117.4,-66.7,2.746,109.8,0.1427,1.898,0.3345,3430,16.4,14.14,12.87,12.09,5.3,1.001,-4.089,9.503,1
117.6,-68.94,2.036,6.057,3.07,5.67,0.2041,3252,17.65,15.15,13.76,12.99,4.95,1.131,-4.457,8.999,2
117.7,-53.71,3.074,6.401,6.135,5.512,0.3284,3426,15.89,13.63,12.36,11.58,4.75,4.249,-3.687,13.11,3
118.1,-40.63,2.6,8.043,64.31,2.283,0.804,5000,8.201,7.235,6.552,6.02,2.05,1.011,-4.712,30.94,2
118.3,-66,1.928,26.26,0.3645,3.632,0.1812,3227,17.28,14.75,13.35,12.58,4.25,1.535,-3.501,10.87,2
118.5,46.14,2.251,20.14,2.798,2.175,0.4582,3725,12.15,10.24,9.135,8.335,2.5,1.002,-4.311,19.29,2
118.6,-59.02,3.04,3.962,107,3.579,0.7179,4667,12.2,11.06,10.26,9.612,5.3,1.038,-3.414,14.89,1
118.6,-19.7,1.908,9.501,3.939,2.948,0.3434,3464,14.83,12.63,11.38,10.61,3.9,1.195,-4.471,8.119,2
118.9,-65.9,2.424,2.831,6.8,9.643,0.1764,3219,18.13,15.58,14.17,13.39,5,1.632,-3.923,21.44,3
119,-70,2.732,2.499,9.95,9.943,0.2041,3254,17.49,15,13.62,12.84,4.8,3.036,-4.345,25.84,3
119.1,-73.78,3.564,13.61,48.49,2.465,0.8536,5445,12.38,11.59,11.02,10.59,6.85,1.365,-4.712,23.86,1
119.3,-54.4,2.506,17.02,1.226,3.698,0.2746,3370,15.78,13.46,12.15,11.39,4.1,1.016,-4.433,11.76,1
119.3,-69.17,1.42,0.7209,196.4,4.524,0.4323,3619,14.96,12.91,11.75,10.95,4.9,1.035,-4.449,19.81,4
119.4,-64.81,3.015,7.963,389.8,2.079,1.332,6442,11.46,10.94,10.56,10.32,7.75,1.046,-4.7,12.75,0
119.5,-69,2.919,1.715,20.56,10.68,0.2349,3302,16.83,14.41,13.06,12.29,4.6,1.166,-4.226,57.54,3
119.6,-18.39,1.86,2.69,3492,1.71,1.472,7586,8.326,8.073,7.865,7.769,5.6,1.01,-4.707,7.692,0
119.6,36.4,2.469,5.589,6.856,4.773,0.3138,3432,14.1,11.86,10.6,9.836,2.9,1.017,-4.439,27.09,1
119.6,13.96,1.865,17.96,1.425,2.522,0.3108,3425,14.29,12.04,10.78,10.01,3.05,1,-3.501,7.575,2
120,-69.73,5.486,26.78,62.18,2.834,1.233,6095,10.25,9.653,9.215,8.91,6.1,1.002,-4.165,57.31,0
120,9.481,3.481,9.423,8.868,4.141,0.49,3745,14.34,12.42,11.32,10.51,4.85,1.029,-4.477,15.23,2
120.2,-64.76,2.661,21.83,1.089,3.297,0.3123,3408,16.55,14.27,12.99,12.21,5.25,1.124,-4.23,10.45,1
120.5,-71.21,1.85,3.588,23.11,3.361,0.4323,3619,14.96,12.91,11.75,10.95,4.9,1.225,-3.525,11.57,4
120.9,80.35,9.979,6.57,26.14,10.72,0.5824,4143,14.59,13.04,12.08,11.28,6.3,1.068,-4.045,99.77,0
121.2,-51.2,2.285,6.198,2.422,5.986,0.1916,3225,13.94,11.48,10.1,9.372,1.5,1.022,-4.559,82.49,2
121.6,-25.69,2.132,8.099,1.984,5.494,0.1971,3251,16.11,13.62,12.24,11.48,3.35,2.483,-3.687,10.48,2
121.7,-71.21,3.308,17.29,19.59,2.415,0.7224,4949,13.02,12.01,11.33,10.76,6.55,1.005,-4.682,9.144,0
121.7,64.18,3.661,4.668,1322,2.713,1.648,6730,7.905,7.464,7.144,6.951,4.9,1,-4.858,24.39,1
122,-56.95,2.375,9.643,2.657,4.335,0.2752,3363,15.99,13.66,12.35,11.58,4.3,1.629,-4.219,12.21,3
122.2,44.33,2.345,9.854,1.962,11.32,0.2105,2812,16.02,13.38,11.45,10.66,2.2,1,-4.387,16.58,2
122.3,-56.72,2.83,1.736,26.14,9.038,0.2752,3363,15.99,13.66,12.35,11.58,4.3,1.168,-3.487,34.27,3
122.6,-28.93,7.374,7.69,127.2,5.885,0.909,5546,10.02,9.267,8.727,8.325,4.75,1.126,-4.815,129.5,0
123,-52.75,3.466,8.315,4.578,5.504,0.338,3447,14.96,12.73,11.48,10.71,3.95,1.22,-3.67,26.58,2
123,-89.27,9.605,10.61,102.8,6.79,0.9653,5675,11.04,10.32,9.799,9.42,6,1.079,-4.644,136.9,0
123.5,-53.84,1.538,8.75,177,1.317,0.9975,5998,9.478,8.857,8.405,8.085,4.8,1.051,-4.785,7.522,2
123.7,-47.24,3.18,6.717,16.23,4.009,0.5094,3874,13.91,12.13,11.08,10.27,4.8,1.102,-4.456,13.61,2
124.4,-67.06,3.215,1.903,65.65,6.613,0.4684,3698,14.7,12.73,11.61,10.8,5,1.135,-4.3,39.73,2
124.7,-64.19,2.194,6.145,6.894,3.918,0.3408,3451,15.64,13.42,12.16,11.38,4.65,1.152,-4.541,8.12,3
124.8,-19.66,1.863,8.453,3.235,3.51,0.2782,3388,13.98,11.69,10.41,9.645,2.4,1.103,-3.599,11.4,3
125.2,-10.73,2.128,9.036,4.55,3.263,0.3553,3487,13.9,11.72,10.49,9.719,3.1,1.005,-3.487,11.22,3
125.4,-63.91,1.739,1.735,26.42,5.569,0.2799,3370,16.74,14.42,13.11,12.34,5.1,1.055,-2.773,8.574,3
125.6,-75.57,3.271,23.52,24.06,1.92,0.8448,5495,11.9,11.13,10.57,10.15,6.4,1.016,-4.401,16.08,1
125.7,-9.839,2.577,2.857,21.13,5.726,0.3553,3487,13.9,11.72,10.49,9.719,3.1,1.019,-4.511,34.16,3
125.8,-58.11,2.805,17.87,126,1.509,1.451,6067,9.174,8.565,8.137,7.845,5.4,1.046,-4.159,7.495,0
126.3,-74.76,0.9349,2,101.7,0.6147,0.5414,3996,10.84,9.198,8.21,7.405,2.15,1.003,-4.449,15.44,3
126.8,3.5,2.495,8.181,5.225,3.877,0.3582,3486,14.9,12.72,11.48,10.7,4.1,1.002,-3.772,12.07,2
126.8,39.3,1.665,1.823,14.63,9.09,0.1316,3758,14.54,13.52,12.48,11.81,3.1,1.154,-3.661,11.45,2
127.1,-4.639,3.862,18.01,1.066,5.603,0.2627,3364,14.69,12.37,11.07,10.31,2.95,1.034,-4.407,48.31,0
127.2,-43.91,3.259,4.629,4.99,8.878,0.2213,3289,15.99,13.56,12.2,11.44,3.6,2.623,-4.35,31.06,2
127.6,2.659,1.958,2.899,272.2,2.665,0.7615,5141,11.46,10.53,9.914,9.395,5.35,1.005,-4.784,8.256,0
127.6,-58.79,1.954,5.543,8.37,3.478,0.3476,3506,13.98,11.83,10.61,9.835,3.2,1.049,-4.345,21.38,2
128.6,-27.17,1.755,0.676,427.8,4.797,0.5436,3981,12.03,10.36,9.361,8.551,3.3,1.01,-4.547,23.46,3
129.2,49.23,2.145,5.712,6.097,9.526,0.2537,3034,14.57,12.4,10.75,9.974,2.15,1,-3.599,16.74,1
129.3,-77.33,2.512,12.21,38.26,1.904,0.8048,5058,11.79,10.85,10.18,9.656,5.7,1.013,-4.412,12.99,0
129.5,-64.47,2.584,7.128,2984,1.305,2.601,8072,6.785,6.654,6.508,6.466,5.6,1.004,-4.71,7.474,1
129.5,-66.3,1.997,2.948,10.32,6.151,0.2397,3311,16.6,14.2,12.85,12.09,4.45,1.053,-4.089,12.08,2
129.5,3.257,3.162,8.861,5.539,4.452,0.3853,3551,13.16,11.06,9.866,9.085,2.7,1.013,-4.104,38.8,2
129.8,86.46,4.837,4.255,251.7,4.695,0.9124,5433,9.991,9.189,8.618,8.194,4.6,1.001,-4.654,98.25,1
130.1,8.153,2.033,3.171,26.98,3.81,0.4262,3639,14.18,12.16,11.01,10.21,4.15,1.055,-4.409,9.544,3
131,2.342,2.19,2.475,509.8,2.731,0.8941,5445,9.212,8.42,7.855,7.432,3.8,1.003,-4.871,22.22,0
131.3,-37.43,3.745,18.51,32.77,2.342,0.8672,5420,10.7,9.906,9.336,8.905,5.2,1.205,-4.774,19.4,2
131.5,-27.8,2.002,6.525,8.754,3.104,0.3973,3573,14.03,11.95,10.77,9.98,3.7,1.046,-4.449,7.601,2
131.6,7.005,1.886,2.423,9.253,7.738,0.1873,3234,16.65,14.13,12.74,11.97,3.75,1.035,-4.029,8.606,3
132.7,-15.45,2.928,9.051,2.07,6.405,0.2217,3300,14.34,11.93,10.59,9.828,2,1.002,-4.5,53.39,2
132.8,82.02,3.855,7.181,54.42,3.787,0.6925,4851,11.49,10.41,9.698,9.09,4.75,1.005,-4.85,46.33,0
133.2,-70.47,2.336,2.179,1027,2.722,1.03,5943,10.75,10.1,9.643,9.319,6.1,1.055,-3.838,12.09,0
133.3,-61.53,2.258,6.105,9.633,3.533,0.4001,3571,14.68,12.59,11.4,10.61,4.35,1.313,-3.695,14.47,2
133.6,-70.65,1.737,1.816,41.37,4.483,0.3709,3496,15.71,13.53,12.29,11.51,5,1.051,-3.52,8.82,3
133.7,51.88,3.746,12.8,192.4,2.182,1.367,6237,8.383,7.812,7.411,7.145,4.6,1.002,-4.495,18.11,0
133.8,-66.07,6.321,4.278,2279,4.655,2.656,5875,8.139,7.486,7.013,6.68,5.5,1.018,-4.799,45.47,0
134.6,-66.97,2.957,6.741,2554,1.592,1.699,9311,8.718,8.734,8.676,8.694,7.05,1.014,-4.495,12.25,0
135.1,-67.06,1.952,1.029,43.38,8.426,0.2448,3315,16.9,14.5,13.15,12.38,4.8,4.611,-4.456,9.547,4
135.2,-11.96,3.53,6.373,920.3,2.296,1.732,6699,8.251,7.797,7.481,7.293,5.35,1.005,-4.333,10.73,3
135.2,-41.47,3.802,11.24,1514,1.677,1.761,9550,6.763,6.803,6.763,6.792,5.25,1.02,-4.112,10.54,0
135.6,58.68,3.767,7.92,66.38,3.273,0.7789,5082,8.982,8.063,7.398,6.874,2.85,1.001,-4.748,67.06,0
135.7,-80.86,2.969,4.258,695.1,2.806,1.1,6471,10.82,10.31,9.933,9.688,6.7,1.017,-4.682,9.987,0
135.9,64.08,2.689,3.099,17.07,6.038,0.3341,3467,12.71,10.52,9.288,8.522,1.75,1.018,-4.5,64.97,3
136,80.07,2.254,13.84,1.594,3.608,0.273,3365,16.22,13.89,12.58,11.81,4.5,1.234,-3.273,7.667,2
136.3,-3.374,1.489,3.07,102.8,2.567,0.6183,4449,11.53,10.23,9.385,8.655,3.95,1.328,-4.32,7.326,0
136.6,-71.76,3.082,12.48,64.65,2.305,0.8318,5702,10.19,9.486,8.973,8.595,4.85,1.021,-3.63,10.98,0
136.6,72.24,1.929,3.544,44.54,3.052,0.5399,3936,13.31,11.58,10.56,9.746,4.45,1.097,-3.67,7.924,3
136.6,-31.61,2.861,8.193,3.603,5.082,0.2924,3392,16.03,13.73,12.44,11.67,4.55,1.044,-3.616,11.8,3
136.7,25.81,14.45,2.089,610.7,16.43,0.8926,5408,10.16,9.351,8.775,8.344,4.7,1,-4.545,658.9,1
136.9,-31.26,3.143,29.05,21.77,1.603,0.9508,5521,11.1,10.32,9.779,9.381,5.9,1.021,-4.731,7.889,0
137.9,-66,1.759,29.49,33.59,0.879,1.068,5916,7.274,6.623,6.164,5.843,2.7,1.004,-4.7,9.314,1
137.9,-50.26,2.822,23.88,153.3,1.263,1.673,6683,8.305,7.858,7.531,7.33,5.3,1.038,-4.648,10.55,1
138.3,-1.269,16.75,4.818,599.8,12.29,1.21,6339,7.978,7.436,7.049,6.793,4,1,-4.035,340.2,0
138.4,-77.83,3.853,24.93,185.2,1.64,2.206,6209,8.068,7.505,7.093,6.818,5.3,1,-4.876,14.01,1
138.7,-52.33,3.999,17.58,85.26,2.359,0.5627,8551,11.14,11.03,10.93,10.91,6.8,1.294,-4.508,32.4,1
138.8,-22.95,2.007,2.836,1201,2.071,1.261,6166,8.262,7.676,7.263,6.984,4.25,1.005,-4.495,10.62,0
139,-29.83,2.386,11,1.237,5.749,0.1878,3243,15.89,13.39,12,11.24,3,1.018,-4.471,26.77,2
139.1,-74.9,2.357,9.689,4.184,3.451,0.36,3486,15.49,13.3,12.07,11.29,4.7,1.418,-3.664,11.45,3
139.1,-1.765,1.612,2.042,91.8,3.089,0.5347,3947,13.35,11.64,10.62,9.808,4.5,1,-4.471,7.408,3
139.3,28.26,2.734,4.887,6.053,6.354,0.2625,3352,15.89,13.54,12.22,11.45,4.05,1,-3.64,12.04,2
140.2,-5.74,3.155,14.49,5.698,3.156,0.5122,3821,13.47,11.64,10.57,9.751,4.25,1,-3.622,12.38,2
140.4,-74,2.983,12.58,319.7,1.647,1.518,6808,8.592,8.167,7.856,7.67,5.45,1.012,-4.789,18.04,0
140.8,-1.254,1.872,17.56,1.773,2.378,0.3452,3467,14.11,11.91,10.67,9.896,3.2,1,-4.407,9.882,0
140.8,-76.87,1.875,2.115,13.2,12.24,0.1999,2944,16.88,14.52,12.76,11.98,3.55,1.353,-4.006,8.924,3
141.2,-81.19,1.502,2.27,7.372,7.12,0.1609,3141,14.85,12.86,11.34,10.56,1.85,1.014,-4.511,20.39,2
141.5,4.07,1.479,0.5785,243.1,5.907,0.4128,3588,13.56,11.5,10.32,9.535,3.35,1,-4.493,14.55,3
141.5,-30.27,1.324,2.149,34.21,2.654,0.3746,3536,13.7,11.58,10.38,9.6,3.15,1.04,-3.852,7.96,3
142.1,-6.04,7.701,1.655,868.7,10.58,0.8585,5470,9.738,8.957,8.394,7.97,4.25,1.445,-4.83,162.9,0
142.1,-15.64,2.571,6.633,29.25,3.008,0.5924,4245,11.33,9.881,8.972,8.194,3.3,1.001,-3.695,13.21,1
142.1,-20.2,1.262,9.311,2.453,1.916,0.2518,3345,14.02,11.67,10.36,9.602,2.1,1.003,-4.345,14.09,3
142.3,35.42,3.411,2.268,41.04,6.964,0.4228,3619,14.15,12.11,10.95,10.15,4.05,1.004,-4.559,34.24,3
142.6,-68.58,3.077,15.94,9.728,2.691,0.6148,4223,13.25,11.78,10.86,10.07,5.25,1.046,-4.029,12.8,0
142.8,-32.85,2.308,11.11,6.765,2.635,0.4778,3759,13.85,11.96,10.87,10.06,4.35,1.205,-3.93,8.53,2
143.4,40.88,3.585,2.131,72.91,6.734,0.5095,3824,13.32,11.49,10.43,9.613,4.1,1,-3.472,30.53,2
143.4,-75.41,2.456,6.617,4.704,4.756,0.2884,3397,14.99,12.7,11.42,10.65,3.5,1.038,-3.677,21.57,2
143.5,30.79,1.787,3.997,140,2.341,0.7099,4942,9.103,8.104,7.428,6.849,2.6,1,-3.792,8.004,2
143.7,46.41,3.607,11.11,11.63,3.589,0.5585,4088,12.72,11.13,10.17,9.366,4.25,1.001,-4.293,29.13,1
144.2,44.32,2.178,7.078,6.051,3.685,0.3484,3469,14.59,12.39,11.15,10.37,3.7,1,-3.499,10.11,2
144.3,-22.75,1.193,2.353,15.35,2.474,0.2518,3345,14.02,11.67,10.36,9.602,2.1,1.808,-4.526,11.54,3
144.6,4.694,3.165,12.53,896.9,1.398,1.651,8913,7.155,7.129,7.048,7.05,5.3,1.001,-4.7,8.39,1
144.6,56.13,2.171,15.95,19.57,1.618,0.7311,4831,11.35,10.32,9.578,8.975,4.75,1,-4.871,12.06,0
144.8,-55.94,2.735,3.409,286.5,3.295,0.7723,5521,9.869,9.112,8.563,8.146,4.2,1.067,-4.523,39.59,0
144.8,45.46,1.794,3.015,363.2,2.165,0.8925,5321,10.91,10.07,9.467,9.015,5.35,1,-4.83,7.445,1
144.9,-69.62,1.732,3.802,76.82,2.396,0.6272,4412,13.17,11.83,10.98,10.24,5.55,1.019,-4.477,8.307,1
144.9,87.75,3.959,12.6,36.81,3.093,0.7387,5188,10.42,9.551,8.915,8.417,4.3,1.016,-4.594,21.11,0
144.9,59.94,3.245,11.64,42.44,2.524,0.7802,5152,9.038,8.149,7.504,7,3,1.007,-4.492,50.58,1
145,-40.48,2.653,19.43,13.72,1.835,0.7326,4710,11.78,10.67,9.886,9.254,5,1.052,-4.101,9.503,0
145.1,-71.51,2.297,5.892,7.798,4.061,0.3525,3468,15.68,13.47,12.23,11.45,4.8,1.01,-3.487,9.366,3
145.1,-48.18,2.627,8.259,5.128,4.091,0.3562,3482,14.51,12.33,11.09,10.32,3.7,1.588,-4.449,19.89,1
145.2,-42.71,1.055,1.607,15.8,2.326,0.1854,3242,15.01,12.51,11.13,10.37,2.1,1.164,-4.456,11.77,2
145.2,-4.799,1.875,18.87,2.849,1.902,0.4472,3694,12.63,10.68,9.562,8.764,2.85,1.006,-3.677,7.551,2
145.4,5.449,1.321,0.5069,319.4,3.836,0.4318,3643,13.74,11.73,10.58,9.783,3.75,1.038,-3.852,8.729,3
145.7,-47.86,1.818,4.455,26.73,2.794,0.4988,3848,11.69,9.899,8.853,8.046,2.5,1.082,-4.089,24.01,3
145.8,-87.5,2.67,7.378,10.3,3.572,0.4591,3685,14.62,12.64,11.51,10.71,4.85,1.055,-3.661,11.67,1
146.2,-37.95,4.879,6.563,545.1,4.537,1.172,6546,9.174,8.687,8.309,8.059,5.2,1.036,-4.71,45.39,2
146.2,-48.05,2.338,19.03,3.857,2.175,0.4988,3848,11.69,9.899,8.853,8.046,2.5,1.111,-4.578,24.56,3
146.3,-30.09,2.199,11.72,1.633,4.209,0.2394,3318,15.78,13.39,12.06,11.29,3.65,1,-4.5,11.13,2
146.9,-37.8,2.443,1.828,28.14,7.271,0.2996,3394,15.62,13.33,12.04,11.27,4.2,1.643,-3.85,13.92,2
147,-72.01,2.47,0.6189,93.6,11.52,0.2621,3341,17.33,14.96,13.64,12.87,5.45,1.75,-3.468,7.917,3
147.1,59.65,2.42,6.849,4.905,4.606,0.3027,3395,16.06,13.76,12.47,11.7,4.65,1,-3.677,8.4,2
147.9,-67.48,1.067,2.556,7.174,2.341,0.1694,3155,14.42,12.47,10.97,10.19,1.6,1.628,-4.574,14.35,2
147.9,-47.82,3.013,25.47,4.702,2.226,0.596,4196,13.47,11.97,11.04,10.25,5.35,1.019,-3.525,7.467,0
148.2,22.52,1.397,5.65,6.664,2.695,0.3111,3436,13.75,11.52,10.27,9.502,2.55,1.039,-4.3,10.69,2
